31;4025.00;10.57;831.00;big
32;1324.00;9.50;265.00;big
32;1054.00;10.65;314.00;big
33;376.00;9.95;1930.00;big
33;633.00;9.50;1954.00;big
34;1544.00;9.70;1006.00;big
34;1458.00;9.50;1066.00;big
35;1865.00;9.70;372.00;big
35;1854.00;9.80;267.00;big
36;2138.00;14.23;1954.00;big
36;2024.00;11.30;1989.00;big
37;3214.00;10.30;1689.00;big
37;3171.00;10.40;1644.00;big
38;3130.00;10.93;1539.00;big
38;3097.00;9.75;1584.00;big
39;3198.00;9.90;1586.00;big
39;3190.00;10.60;1521.00;big
40;3561.00;10.35;1659.00;big
40;3655.00;9.80;1673.00;big
41;2807.00;11.32;1343.00;big
41;2772.00;14.00;1357.00;big
42;2670.00;9.50;1407.00;big
42;2735.00;9.50;1437.00;big
43;2643.00;9.50;1526.00;big
43;2610.00;9.50;1665.00;big
44;2414.00;9.50;1852.00;big
44;2294.00;9.50;1931.00;big
45;2877.00;9.50;1939.00;big
45;2650.00;9.50;1933.00;big
46;3186.00;9.50;2023.00;big
46;3464.00;9.50;1939.00;big
47;2588.00;9.50;1347.00;big
47;2532.00;9.50;1241.00;big
48;2616.00;9.50;1172.00;big
48;2527.00;9.50;1047.00;big
49;2431.00;9.50;1506.00;big
49;2307.00;9.50;1671.00;big
50;2078.00;9.50;1765.00;big
50;1867.00;9.50;1978.00;big
51;2321.00;9.50;1332.00;big
51;2191.00;9.50;1473.00;big
52;1363.00;9.50;1299.00;big
52;1330.00;9.50;1194.00;big
53;1848.00;9.50;1095.00;big
53;1606.00;9.50;1175.00;big
54;1701.00;9.50;1492.00;big
54;1778.00;9.50;1570.00;big
55;1868.00;9.50;1583.00;big
55;1875.00;9.50;1693.00;big
56;2034.00;9.50;1461.00;big
56;2089.00;9.50;1303.00;big
57;1804.00;9.50;1309.00;big
57;1863.00;9.50;1433.00;big
58;2355.00;9.50;1038.00;big
58;2265.00;9.50;1153.00;big
59;2001.00;9.50;1114.00;big
59;2087.00;9.50;952.00;big
60;3854.00;9.50;724.00;big
60;3782.00;9.50;509.00;big
61;2491.00;9.50;826.00;big
61;2296.00;9.50;872.00;big
62;2696.00;9.50;581.00;big
62;2874.00;9.50;404.00;big
63;1619.00;9.50;96.00;big
63;1844.00;9.50;81.00;big
64;2025.00;9.50;104.00;big
64;2338.00;9.50;117.00;big
65;3300.00;9.50;58.00;big
65;3028.00;9.50;119.00;big
66;2433.00;9.50;538.00;big
66;2210.00;9.50;377.00;big
67;2853.00;9.50;100.00;big
67;2649.00;9.50;149.00;big
68;2795.00;9.50;1263.00;big
68;2874.00;9.50;1316.00;big
69;3317.00;11.05;1229.00;big
69;3228.00;9.50;1207.00;big
70;3605.00;9.50;1433.00;big
70;3618.00;9.50;1344.00;big
71;4072.00;9.50;529.00;big
71;4264.00;9.50;570.00;big
72;4348.00;9.50;738.00;big
72;4474.00;9.50;653.00;big
73;4412.00;9.50;798.00;big
73;4410.00;9.50;754.00;big
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4634.00;9.50;919.00;big
75;4532.00;9.50;768.00;big
76;4690.00;13.30;1041.00;big
76;4818.00;9.50;1117.00;big
77;4712.00;9.50;1191.00;big
77;4725.00;9.50;1289.00;big
78;4871.00;9.50;789.00;big
78;4879.00;9.50;937.00;big
79;5006.00;9.50;1471.00;big
79;4908.00;9.50;1320.00;big
80;4703.00;9.50;711.00;big
80;4689.00;9.50;798.00;big
81;5096.00;9.50;419.00;big
81;5236.00;9.50;355.00;big
82;4950.00;9.50;481.00;big
82;4959.00;9.50;401.00;big
83;5421.00;9.50;360.00;big
83;5280.00;9.50;520.00;big
84;5173.00;10.25;600.00;big
84;5019.00;9.50;739.00;big
85;3617.00;9.50;169.00;big
85;3870.00;9.50;200.00;big
86;5519.00;9.50;154.00;big
86;5251.00;9.50;123.00;big
87;5132.00;9.50;1655.00;big
87;5096.00;9.50;1464.00;big
88;116.00;9.50;1877.00;big
88;5500.00;9.50;1730.00;big
89;901.00;9.50;1366.00;big
89;829.00;9.50;1528.00;big
90;4942.00;9.50;1182.00;big
90;5058.00;9.50;1292.00;big
91;4883.00;9.50;543.00;big
91;4824.00;9.50;499.00;big
92;4634.00;9.50;393.00;big
92;4734.00;9.50;449.00;big
93;4773.00;9.50;618.00;big
93;4677.00;14.18;606.00;big
94;5127.00;9.50;921.00;big
94;5024.00;10.50;1059.00;big
95;5475.00;9.50;1177.00;big
95;48.00;9.50;1185.00;big
96;5448.00;9.50;1500.00;big
96;11.00;9.50;1526.00;big
97;5452.00;10.38;746.00;big
97;78.00;9.50;670.00;big
98;4744.00;9.50;68.00;big
98;4945.00;9.50;79.00;big
99;4461.00;9.50;416.00;big
99;4485.00;9.50;132.00;big
100;3366.00;9.50;1062.00;big
100;3535.00;9.50;845.00;big
101;4106.00;9.50;810.00;big
101;4253.00;9.50;852.00;big
102;3599.00;9.50;696.00;big
102;3499.00;9.50;516.00;big
103;3457.00;9.50;353.00;big
103;3381.00;9.50;244.00;big
104;3735.00;9.50;882.00;big
104;3849.00;9.50;963.00;big
105;432.00;9.50;1007.00;big
105;272.00;9.50;1162.00;big
106;1054.00;9.50;1241.00;big
106;1284.00;9.50;1091.00;big
107;1439.00;9.50;995.00;big
107;1515.00;9.50;919.00;big
108;1564.00;9.50;261.00;big
108;1610.00;9.50;494.00;big
109;1507.00;9.50;643.00;big
109;1450.00;9.50;782.00;big
110;1198.00;9.50;914.00;big
110;1173.00;9.50;690.00;big
111;892.00;9.50;1047.00;big
111;688.00;9.50;1135.00;big
112;672.00;9.50;120.00;big
112;268.00;9.50;147.00;big
113;665.00;9.50;333.00;big
113;824.00;9.50;457.00;big
114;642.00;9.50;1686.00;big
114;342.00;9.50;1730.00;big
115;578.00;9.50;1448.00;big
115;748.00;9.50;1471.00;big
116;3571.00;14.32;1235.00;big
116;3693.00;14.12;1161.00;big
117;1599.00;12.00;1543.00;big
117;1560.00;10.60;1465.00;big
118;904.00;13.23;1616.00;big
118;924.00;11.70;1676.00;big
119;1256.00;10.53;1445.00;big
119;1293.00;10.40;1368.00;big
120;1254.00;11.20;1549.00;big
120;1348.00;11.75;1547.00;big
121;1569.00;10.70;1626.00;big
121;1686.00;11.12;1663.00;big
122;792.00;9.50;1901.00;big
122;899.00;14.75;1748.00;big
123;1238.00;13.70;1184.00;big
123;1249.00;12.95;1244.00;big
124;1702.00;14.05;1011.00;big
124;1603.00;17.00;887.00;big
125;2021.00;11.05;538.00;big
125;2120.00;12.40;536.00;big
126;2943.00;15.03;1239.00;big
126;2841.00;13.23;1238.00;big
127;2839.00;10.10;1075.00;big
127;3166.00;10.55;1057.00;big
128;3285.00;9.80;1146.00;big
128;3324.00;9.95;1057.00;big
129;3287.00;13.62;1309.00;big
129;3403.00;17.65;1304.00;big
130;3374.00;9.80;1492.00;big
130;3286.00;10.43;1511.00;big
131;3334.00;10.00;1602.00;big
131;3274.00;9.80;1586.00;big
132;3331.00;9.82;1811.00;big
132;3313.00;10.30;1689.00;big
133;3460.00;10.40;1634.00;big
133;3407.00;10.00;1571.00;big
134;3486.00;12.10;1367.00;big
134;3543.00;10.95;1341.00;big
135;3519.00;9.70;1443.00;big
135;3437.00;9.78;1428.00;big
136;3781.00;9.80;1386.00;big
136;3960.00;10.20;1500.00;big
137;3610.00;9.68;1536.00;big
137;3497.00;9.80;1517.00;big
138;3728.00;13.73;1699.00;big
138;3714.00;15.43;1590.00;big
139;3249.00;14.55;198.00;big
139;3142.00;12.40;155.00;big
140;2762.00;10.80;842.00;big
140;2915.00;9.90;797.00;big
141;4239.00;10.38;1057.00;big
141;4165.00;10.38;1044.00;big
142;4410.00;9.90;943.00;big
142;4464.00;9.82;855.00;big
143;4608.00;9.70;1270.00;big
143;4644.00;11.70;1348.00;big
144;4477.00;12.10;1182.00;big
144;4446.00;13.32;1291.00;big
145;4219.00;13.05;1371.00;big
145;4075.00;12.40;1340.00;big
146;4032.00;22.62;1200.00;big
146;4207.00;21.90;1107.00;big
147;4279.00;10.78;1900.00;big
147;3989.00;10.32;1822.00;big
148;4931.00;10.45;1469.00;big
148;4841.00;10.70;1579.00;big
149;4497.00;10.73;1635.00;big
149;4899.00;10.15;1773.00;big
150;3625.00;9.95;1811.00;big
150;3447.00;9.90;1745.00;big
151;4232.00;10.50;1697.00;big
151;4105.00;10.62;1624.00;big
152;4557.00;13.98;1402.00;big
152;4314.00;16.30;1479.00;big
153;3948.00;9.80;1029.00;big
153;4053.00;10.15;1084.00;big
154;4882.00;11.28;1209.00;big
154;4991.00;12.10;1283.00;big
155;4743.00;9.90;1376.00;big
155;4822.00;11.30;1426.00;big
156;4710.00;10.62;207.00;big
156;4945.00;9.82;170.00;big
157;5475.00;12.55;62.00;big
157;5566.00;11.55;162.00;big
158;4525.00;12.10;534.00;big
158;4698.00;10.38;511.00;big
159;4630.00;10.43;702.00;big
159;4561.00;10.45;641.00;big
160;4748.00;10.78;777.00;big
160;4699.00;10.50;903.00;big
161;2466.00;9.80;1899.00;big
161;2508.00;11.35;1907.00;big
162;3812.00;13.85;1207.00;big
162;3893.00;12.65;1249.00;big
163;1944.00;10.12;752.00;big
163;1787.00;9.80;781.00;big
164;4610.00;9.70;1191.00;big
164;4651.00;11.15;1112.00;big
165;4546.00;10.00;1036.00;big
165;4448.00;13.32;1064.00;big
166;1525.00;9.50;1879.00;big
166;1485.00;9.50;1971.00;big
167;4970.00;12.53;576.00;big
167;5093.00;10.75;526.00;big
168;3036.00;9.50;1384.00;big
168;3093.00;9.50;1316.00;big
169;2948.00;10.18;1342.00;big
169;3020.00;9.50;1317.00;big
170;1463.00;9.50;1295.00;big
170;1601.00;9.50;1312.00;big
171;717.00;9.50;1837.00;big
171;387.00;9.50;1901.00;big
172;439.00;9.50;729.00;big
172;273.00;9.50;695.00;big
173;2901.00;9.50;1649.00;big
173;2883.00;9.50;1720.00;big
174;2955.00;9.50;1921.00;big
174;2882.00;9.50;1747.00;big
175;660.00;9.50;714.00;big
175;892.00;9.50;737.00;big
176;348.00;9.50;1427.00;big
176;113.00;9.50;1486.00;big
177;5193.00;9.50;1184.00;big
177;5242.00;9.50;1357.00;big
178;109.00;9.98;430.00;big
178;5579.00;9.75;363.00;big
179;329.00;9.50;445.00;big
179;461.00;11.62;366.00;big
180;129.00;9.50;868.00;big
180;5594.00;9.50;947.00;big
181;3510.00;11.90;308.00;big
181;3544.00;10.28;389.00;big
182;2654.00;13.98;1119.00;big
182;2731.00;15.00;1212.00;big
183;3074.00;10.20;860.00;big
183;3109.00;10.70;779.00;big
184;2986.00;10.82;774.00;big
184;2969.00;12.78;675.00;big
185;3385.00;11.00;419.00;big
185;3345.00;10.50;294.00;big
186;4784.00;13.80;1327.00;big
186;4804.00;12.10;1260.00;big
187;4435.00;9.70;596.00;big
187;4377.00;9.90;660.00;big
188;4359.00;11.05;781.00;big
188;4400.00;10.07;704.00;big
189;4301.00;10.48;945.00;big
189;4332.00;12.15;1029.00;big
190;3842.00;11.70;1091.00;big
190;3934.00;9.90;1175.00;big
191;3048.00;9.50;1916.00;big
191;3187.00;11.55;1983.00;big
192;3047.00;11.40;1793.00;big
192;3107.00;11.45;1887.00;big
193;4914.00;10.40;428.00;big
193;4873.00;10.40;433.00;big
194;5078.00;10.30;308.00;big
194;5081.00;10.05;131.00;big
195;4930.00;10.00;279.00;big
195;4758.00;10.60;281.00;big
196;3451.00;12.30;1062.00;big
196;3597.00;10.10;985.00;big
197;1647.00;11.53;1593.00;big
197;1725.00;9.80;1636.00;big
198;1494.00;10.70;1562.00;big
198;1419.00;10.40;1584.00;big
199;1126.00;14.60;1624.00;big
199;1031.00;16.30;1664.00;big
200;4382.00;19.50;1189.00;big
200;4306.00;21.25;1223.00;big
201;1629.00;9.95;769.00;big
201;1674.00;14.93;660.00;big
202;3209.00;9.50;1326.00;big
202;3206.00;9.50;1254.00;big
203;3721.00;9.50;1049.00;big
203;3609.00;9.50;1085.00;big
204;1175.00;15.60;1291.00;big
204;1060.00;9.88;1353.00;big
205;1321.00;10.07;1137.00;big
205;1400.00;9.93;1141.00;big
206;3111.00;9.50;1646.00;big
206;3047.00;9.50;1626.00;big
207;2962.00;9.50;1693.00;big
207;2975.00;9.50;1626.00;big
208;2807.00;10.00;1500.00;big
208;2788.00;9.70;1462.00;big
209;2728.00;12.10;1355.00;big
209;2684.00;14.00;1354.00;big
210;2703.00;11.15;1292.00;big
210;2758.00;11.93;1291.00;big
211;1504.00;9.80;1389.00;big
211;1390.00;10.30;1412.00;big
212;1284.00;10.10;1753.00;big
212;1509.00;11.00;1712.00;big
213;1774.00;9.80;1668.00;big
213;1811.00;9.70;1650.00;big
214;1538.00;11.25;1509.00;big
214;1465.00;12.05;1473.00;big
215;3070.00;13.80;238.00;big
215;3068.00;13.55;317.00;big
216;3284.00;11.20;813.00;big
216;3310.00;10.48;942.00;big
217;3362.00;12.32;558.00;big
217;3356.00;14.23;660.00;big
218;904.00;9.70;1535.00;big
218;959.00;13.10;1463.00;big
219;1072.00;15.48;1472.00;big
219;1164.00;17.62;1499.00;big
220;1646.00;10.62;1721.00;big
220;1834.00;11.20;1795.00;big
221;1051.00;11.90;1807.00;big
221;1154.00;12.55;1755.00;big
222;1101.00;9.50;1944.00;big
222;1315.00;10.60;1890.00;big
223;3231.00;12.10;285.00;big
223;3259.00;13.23;428.00;big
224;3070.00;12.40;504.00;big
224;3033.00;13.23;416.00;big
225;3144.00;9.80;1160.00;big
225;3032.00;12.98;1163.00;big
226;2570.00;10.85;871.00;big
226;2616.00;10.07;797.00;big
227;3101.00;11.00;604.00;big
227;3224.00;11.70;613.00;big
228;1824.00;10.55;949.00;big
228;1919.00;9.82;944.00;big
229;1797.00;15.70;556.00;big
229;1771.00;9.95;630.00;big
230;1750.00;19.83;423.00;big
230;1734.00;19.18;516.00;big
231;1730.00;14.65;283.00;big
231;1727.00;11.93;128.00;big
232;1942.00;9.98;346.00;big
232;2003.00;12.32;425.00;big
233;2116.00;9.90;778.00;big
233;2220.00;10.40;717.00;big
234;1911.00;9.70;457.00;big
234;1843.00;10.40;455.00;big
235;1225.00;11.25;1643.00;big
235;1325.00;10.50;1656.00;big
